CAF031	09/02/2011	0.222	0.196	0.142	0.283	0.233	19.32	17.7	17	15.2	13.9
CAF031	09/03/2011	0.22	0.196	0.142	0.283	0.233	18.3	17.6	16.75	15.2	13.94
CAF031	09/04/2011	0.22	0.196	0.143	0.283	0.233	18.19	17.32	16.71	15.18	14
CAF031	09/05/2011	0.22	0.195	0.141	0.283	0.233	18.49	17	16.59	15.1	14
CAF031	09/06/2011	0.22	0.195	0.141	0.283	0.233	18.8	17.23	16.5	15.1	14
CAF031	09/07/2011	0.22	0.196	0.141	0.283	0.233	19	17.29	16.5	15.1	14
CAF031	09/08/2011	0.221	0.196	0.141	0.282	0.233	19.38	17.37	16.49	15.1	14
CAF031	09/09/2011	0.221	0.195	0.141	0.283	0.233	19.54	17.32	16.6	15.1	14
CAF031	09/10/2011	0.221	0.196	0.141	0.283	0.233	19.74	17.56	16.65	15.1	14.03
CAF031	09/11/2011	0.22	0.197	0.142	0.283	0.233	19.78	17.71	16.72	15.17	14.1
CAF031	09/12/2011	0.22	0.197	0.142	0.283	0.233	19.84	17.79	16.8	15.2	14.1
CAF031	09/13/2011	0.22	0.197	0.142	0.283	0.233	19.71	17.84	16.83	15.26	14.17
CAF031	09/14/2011	0.219	0.197	0.142	0.283	0.233	19.46	17.79	16.9	15.3	14.2
CAF031	09/15/2011	0.218	0.197	0.142	0.283	0.233	19.14	17.77	16.9	15.35	14.26
CAF031	09/16/2011	0.216	0.197	0.142	0.283	0.234	17.87	17.51	16.84	15.4	14.3
CAF031	09/17/2011	0.215	0.196	0.142	0.284	0.234	17.15	17.11	16.68	15.4	14.3
CAF031	09/18/2011	0.215	0.195	0.142	0.283	0.234	16.93	16.75	16.44	15.4	14.39
CAF031	09/19/2011	0.215	0.195	0.141	0.283	0.234	17.11	16.56	15.71	15.33	14.4
CAF031	09/20/2011	0.214	0.195	0.142	0.283	0.234	16.87	16.47	16.19	15.29	14.32
CAF031	09/21/2011	0.214	0.194	0.142	0.283	0.234	16.79	16.35	16.08	15.2	14.3
CAF031	09/22/2011	0.215	0.194	0.142	0.283	0.234	17.06	16.22	16	15.18	14.3
CAF031	09/23/2011	0.215	0.193	0.142	0.282	0.234	17.65	15.9	15.91	15.1	14.3
CAF031	09/24/2011	0.216	0.195	0.142	0.282	0.234	18.2	16.47	15.95	15.1	14.2
CAF031	09/25/2011	0.216	0.195	0.142	0.282	0.234	18.25	16.68	16.04	15.1	14.2
