CAF003	11/16/2010	0.312	0.229	0.249	0.269	0.34	7.26	8.35	9.42	10.53	11.63
CAF003	11/17/2010	0.308	0.231	0.25	0.27	0.342	6.78	8.4	9.4	10.45	11.51
CAF003	11/18/2010	0.321	0.231	0.25	0.27	0.342	6.28	8.3	9.37	10.37	11.4
CAF003	11/19/2010	0.314	0.23	0.25	0.27	0.341	5.33	8.05	9.24	10.28	11.3
CAF003	11/20/2010	0.307	0.23	0.249	0.269	0.341	4.76	7.69	9.03	10.17	11.21
CAF003	11/21/2010	0.301	0.23	0.249	0.269	0.341	4.16	7.34	8.79	10.04	11.11
CAF003	11/22/2010	0.296	0.229	0.248	0.268	0.34	3.65	6.95	8.51	9.86	10.99
CAF003	11/23/2010	0.293	0.228	0.248	0.268	0.34	3.47	6.62	8.23	9.68	10.86
CAF003	11/24/2010	0.291	0.228	0.247	0.267	0.34	3.26	6.36	7.99	9.49	10.73
CAF003	11/25/2010	0.288	0.228	0.247	0.267	0.339	3	6.12	7.77	9.3	10.57
CAF003	11/26/2010	0.285	0.228	0.247	0.266	0.339	2.83	5.89	7.48	9.13	10.43
CAF003	11/27/2010	0.283	0.227	0.246	0.266	0.338	2.77	5.7	7.35	8.95	10.27
CAF003	11/28/2010	0.282	0.227	0.246	0.265	0.338	2.74	5.54	7.16	8.74	10.13
CAF003	11/29/2010	0.281	0.227	0.246	0.264	0.337	2.8	5.42	7.03	8.59	9.95
CAF003	11/30/2010	0.282	0.227	0.246	0.264	0.337	2.8	5.32	6.88	8.47	9.85
CAF003	12/01/2010	0.282	0.227	0.246	0.263	0.336	2.8	5.24	6.77	8.34	9.72
CAF003	12/02/2010	0.302	0.226	0.246	0.263	0.336	2.71	5.16	6.67	8.22	9.59
CAF003	12/03/2010	0.32	0.226	0.246	0.262	0.335	2.6	5.02	6.56	8.1	9.47
CAF003	12/04/2010	0.314	0.227	0.245	0.262	0.335	2.6	4.91	6.45	7.99	9.36
CAF003	12/05/2010	0.308	0.227	0.245	0.261	0.335	2.6	4.83	6.35	7.88	9.25
CAF003	12/06/2010	0.305	0.228	0.245	0.261	0.335	2.54	4.76	6.25	7.77	9.15
CAF003	12/07/2010	0.304	0.233	0.245	0.261	0.334	2.5	4.67	6.14	7.67	9.05
CAF003	12/08/2010	0.33	0.306	0.245	0.26	0.334	2.35	4.27	5.89	7.55	8.95
CAF003	12/09/2010	0.323	0.308	0.245	0.259	0.334	2.97	4.35	5.78	7.37	8.83
CAF003	12/10/2010	0.325	0.311	0.249	0.258	0.334	3.44	4.56	5.8	7.3	8.72
CAF003	12/11/2010	0.314	0.306	0.271	0.258	0.333	3.07	4.7	5.87	7.24	8.62
CAF003	12/12/2010	0.331	0.312	0.296	0.258	0.333	3.01	4.63	5.85	7.2	8.55
CAF003	12/13/2010	0.333	0.317	0.314	0.257	0.333	4.27	4.67	5.77	7.14	8.49
CAF003	12/14/2010	0.341	0.328	0.33	0.257	0.332	4.86	4.94	5.8	7.1	8.4
CAF003	12/15/2010	0.323	0.317	0.331	0.257	0.332	3.9	5.17	5.97	7.1	8.33
CAF003	12/16/2010	0.316	0.311	0.329	0.257	0.332	3.14	5.06	6	7.1	8.3
CAF003	12/17/2010	0.31	0.308	0.328	0.257	0.332	2.66	4.86	5.94	7.05	8.28
CAF003	12/18/2010	0.305	0.306	0.326	0.257	0.332	2.25	4.63	5.82	7	8.2
CAF003	12/19/2010	0.301	0.305	0.325	0.257	0.332	2.04	4.43	5.66	6.9	8.17
CAF003	12/20/2010	0.298	0.303	0.324	0.257	0.332	1.93	4.24	5.52	6.8	8.09
CAF003	12/21/2010	0.295	0.302	0.323	0.257	0.332	1.9	4.1	5.38	6.68	8
CAF003	12/22/2010	0.294	0.301	0.323	0.257	0.332	1.81	3.99	5.26	6.58	7.9
CAF003	12/23/2010	0.293	0.3	0.322	0.256	0.331	1.8	3.9	5.15	6.48	7.81
CAF003	12/24/2010	0.293	0.3	0.321	0.256	0.331	1.8	3.8	5.07	6.38	7.72
CAF003	12/25/2010	0.294	0.299	0.321	0.256	0.331	1.81	3.76	5	6.3	7.64
CAF003	12/26/2010	0.294	0.298	0.32	0.256	0.331	1.9	3.7	4.9	6.2	7.56
CAF003	12/27/2010	0.297	0.298	0.32	0.256	0.33	1.9	3.69	4.85	6.12	7.48
CAF003	12/28/2010	0.332	0.311	0.322	0.256	0.33	1.85	3.58	4.79	6.06	7.4
CAF003	12/29/2010	0.327	0.321	0.332	0.256	0.329	1.93	3.5	4.7	5.97	7.32
CAF003	12/30/2010	0.319	0.314	0.33	0.263	0.329	1.94	3.5	4.6	5.83	7.24
CAF003	12/31/2010	0.313	0.31	0.328	0.282	0.329	1.9	3.5	4.57	5.8	7.17
CAF003	01/01/2011	0.309	0.308	0.327	0.291	0.329	1.87	3.5	4.6	5.77	7.1
CAF003	01/02/2011	0.305	0.306	0.326	0.295	0.329	1.78	3.45	4.5	5.7	7.01
CAF003	01/03/2011	0.301	0.305	0.326	0.297	0.329	1.65	3.4	4.47	5.66	6.97
CAF003	01/04/2011	0.298	0.304	0.325	0.298	0.329	1.57	3.35	4.46	5.6	6.87
CAF003	01/05/2011	0.295	0.303	0.324	0.298	0.329	1.5	3.3	4.4	5.56	6.84
CAF003	01/06/2011	0.292	0.303	0.324	0.299	0.329	1.5	3.24	4.36	5.5	6.8
CAF003	01/07/2011	0.295	0.302	0.323	0.299	0.329	1.5	3.2	4.3	5.45	6.71
CAF003	01/08/2011	0.321	0.304	0.324	0.299	0.328	1.5	3.2	4.27	5.4	6.69
CAF003	01/09/2011	0.316	0.304	0.323	0.3	0.328	1.58	3.1	4.2	5.35	6.6
CAF003	01/10/2011	0.312	0.303	0.323	0.3	0.329	1.57	3.1	4.2	5.3	6.58
CAF003	01/11/2011	0.307	0.303	0.323	0.3	0.329	1.44	3.1	4.14	5.25	6.5
CAF003	01/12/2011	0.302	0.303	0.323	0.3	0.329	1.3	3.03	4.07	5.2	6.47
CAF003	01/13/2011	0.323	0.306	0.324	0.3	0.328	1.21	2.94	4.04	5.15	6.4
CAF003	01/14/2011	0.339	0.318	0.327	0.301	0.328	1.2	2.85	3.93	5.1	6.36
CAF003	01/15/2011	0.333	0.32	0.332	0.309	0.328	2.21	2.81	3.9	5.02	6.3
CAF003	01/16/2011	0.346	0.331	0.338	0.322	0.352	4.22	3.07	3.85	4.94	6.22
CAF003	01/17/2011	0.328	0.32	0.334	0.322	0.4	5.44	3.66	4.07	4.9	6.11
CAF003	01/18/2011	0.321	0.317	0.332	0.319	0.398	4.45	4.14	4.4	4.97	6.1
CAF003	01/19/2011	0.319	0.314	0.332	0.318	0.388	3.52	4.18	4.62	5.11	6.1
CAF003	01/20/2011	0.315	0.312	0.331	0.317	0.36	2.85	4.05	4.7	5.2	6.19
CAF003	01/21/2011	0.324	0.315	0.331	0.317	0.351	2.27	3.84	4.62	5.29	6.2
CAF003	01/22/2011	0.329	0.323	0.337	0.322	0.359	2.4	3.6	4.51	5.26	6.2
CAF003	01/23/2011	0.322	0.317	0.334	0.322	0.388	2.97	3.59	4.4	5.2	6.2
CAF003	01/24/2011	0.323	0.314	0.332	0.321	0.393	3.04	3.67	4.4	5.2	6.17
CAF003	01/25/2011	0.331	0.314	0.332	0.32	0.39	3.5	3.7	4.4	5.2	6.2
CAF003	01/26/2011	0.324	0.314	0.332	0.32	0.379	3.71	3.86	4.49	5.2	6.15
CAF003	01/27/2011	0.32	0.314	0.331	0.32	0.372	3.74	3.96	4.55	5.2	6.1
CAF003	01/28/2011	0.317	0.313	0.331	0.32	0.373	3.95	4.05	4.55	5.2	6.1
CAF003	01/29/2011	0.32	0.312	0.331	0.32	0.37	4.11	4.15	4.69	5.22	6.16
CAF003	01/30/2011	0.337	0.316	0.332	0.32	0.364	3.85	4.2	4.76	5.3	6.2
CAF003	01/31/2011	0.324	0.319	0.334	0.321	0.365	3.05	4.18	4.8	5.3	6.2
CAF003	02/01/2011	0.316	0.315	0.333	0.322	0.379	2.21	3.97	4.74	5.3	6.2
CAF003	02/02/2011	0.31	0.312	0.331	0.321	0.385	1.7	3.7	4.61	5.3	6.2
CAF003	02/03/2011	0.305	0.311	0.33	0.321	0.38	1.44	3.45	4.45	5.25	6.2
CAF003	02/04/2011	0.301	0.309	0.329	0.32	0.37	1.31	3.25	4.29	5.17	6.14
CAF003	02/05/2011	0.3	0.308	0.328	0.319	0.364	1.3	3.12	4.15	5.08	6.1
CAF003	02/06/2011	0.299	0.307	0.327	0.318	0.359	1.3	3.01	4.05	5	6.02
CAF003	02/07/2011	0.319	0.306	0.327	0.318	0.357	1.66	2.92	3.95	4.9	6
CAF003	02/08/2011	0.32	0.305	0.326	0.317	0.354	1.98	2.98	3.9	4.84	5.9
CAF003	02/09/2011	0.316	0.305	0.326	0.316	0.352	1.88	3	3.9	4.8	5.88
CAF003	02/10/2011	0.311	0.305	0.326	0.316	0.351	1.82	3	3.9	4.77	5.8
CAF003	02/11/2011	0.309	0.305	0.325	0.315	0.35	2.03	3	3.9	4.7	5.8
CAF003	02/12/2011	0.308	0.305	0.325	0.315	0.349	2.59	3.05	3.89	4.7	5.73
CAF003	02/13/2011	0.308	0.305	0.325	0.315	0.348	3.37	3.2	3.9	4.7	5.7
CAF003	02/14/2011	0.307	0.305	0.325	0.314	0.348	3.9	3.46	4.01	4.7	5.7
CAF003	02/15/2011	0.306	0.306	0.326	0.314	0.347	3.8	3.7	4.15	4.7	5.7
CAF003	02/16/2011	0.324	0.308	0.327	0.314	0.347	2.89	3.74	4.28	4.8	5.7
CAF003	02/17/2011	0.326	0.309	0.327	0.314	0.346	2.47	3.6	4.3	4.8	5.7
CAF003	02/18/2011	0.325	0.311	0.327	0.314	0.346	2.32	3.46	4.21	4.8	5.7
CAF003	02/19/2011	0.328	0.314	0.329	0.315	0.346	2.14	3.36	4.16	4.8	5.7
CAF003	02/20/2011	0.328	0.317	0.331	0.316	0.346	2.05	3.25	4.09	4.8	5.7
CAF003	02/21/2011	0.323	0.317	0.332	0.319	0.347	2.03	3.2	4	4.75	5.7
CAF003	02/22/2011	0.318	0.314	0.331	0.319	0.349	1.81	3.11	3.97	4.7	5.7
CAF003	02/23/2011	0.315	0.312	0.329	0.318	0.348	1.71	3.03	3.87	4.66	5.61
CAF003	02/24/2011	0.313	0.31	0.329	0.318	0.348	1.7	2.97	3.81	4.6	5.6
CAF003	02/25/2011	0.311	0.309	0.328	0.317	0.348	1.7	2.9	3.77	4.6	5.6
CAF003	02/26/2011	0.31	0.308	0.327	0.316	0.348	1.7	2.9	3.67	4.5	5.5
CAF003	02/27/2011	0.308	0.308	0.327	0.316	0.347	1.6	2.8	3.7	4.5	5.5
CAF003	02/28/2011	0.306	0.307	0.326	0.315	0.347	1.6	2.8	3.6	4.43	5.48
CAF003	03/01/2011	0.309	0.307	0.326	0.315	0.346	1.6	2.76	3.6	4.4	5.4
CAF003	03/02/2011	0.329	0.312	0.327	0.315	0.346	1.56	2.7	3.57	4.4	5.4
CAF003	03/03/2011	0.336	0.322	0.332	0.317	0.346	1.5	2.62	3.5	4.33	5.38
CAF003	03/04/2011	0.335	0.322	0.335	0.324	0.377	1.53	2.6	3.43	4.3	5.3
CAF003	03/05/2011	0.336	0.323	0.337	0.358	0.403	2.05	2.56	3.4	4.2	5.26
CAF003	03/06/2011	0.327	0.319	0.336	0.432	0.403	2.89	2.67	3.38	4.2	5.2
CAF003	03/07/2011	0.322	0.316	0.333	0.431	0.403	3.1	2.91	3.46	4.2	5.19
CAF003	03/08/2011	0.318	0.314	0.332	0.43	0.404	2.83	3.07	3.57	4.2	5.1
CAF003	03/09/2011	0.326	0.313	0.332	0.424	0.404	2.78	3.1	3.69	4.2	5.1
CAF003	03/10/2011	0.339	0.318	0.333	0.428	0.404	3.59	3.18	3.7	4.26	5.15
CAF003	03/11/2011	0.329	0.322	0.337	0.434	0.403	3.43	3.37	3.81	4.3	5.2
CAF003	03/12/2011	0.324	0.318	0.336	0.434	0.403	3.36	3.46	3.9	4.32	5.2
CAF003	03/13/2011	0.321	0.317	0.336	0.434	0.404	3.75	3.5	3.98	4.4	5.2
CAF003	03/14/2011	0.323	0.315	0.335	0.433	0.404	4.33	3.66	4.05	4.4	5.2
